35,-0.36,-113,-107
34,-0.364,-110,-108
33,-0.368,-112,-108
32,-0.372,-109,-107
31,-0.376,-107,-107
30,-0.38,-107,-105
29,-0.384,-105,-102
28,-0.388,-104,-102
27,-0.392,-100,-104
26,-0.396,-96,-99
25,-0.4,-92,-98
24,-0.404,-92,-98
23,-0.408,-91,-97
22,-0.412,-85,-94
21,-0.416,-84,-94
20,-0.42,-83,-90
19,-0.424,-81,-88
18,-0.428,-76,-90
17,-0.432,-73,-88
16,-0.436,-73,-87
15,-0.44,-73,-85
14,-0.444,-70,-82
13,-0.448,-69,-82
12,-0.452,-70,-82
11,-0.456,-68,-81
10,-0.46,-69,-78
9,-0.464,-67,-78
8,-0.468,-68,-77
7,-0.472,-67,-76
6,-0.476,-67,-75
5,-0.48,-67,-75
4,-0.484,-66,-76
3,-0.488,-68,-75
2,-0.492,-69,-74
1,-0.496,-67,-74
